Invoice,OrderValue,ItemsPerOrder
514630,182.63,13
514639,622.0,15
514643,1113.7,66
514660,731.48,39
514661,552.17,73
514662,0.85,1
514664,409.0,40
514665,481.79,95
514666,140.7,6
514667,103.75999999999999,3
514668,141.29999999999998,29
514669,23.4,1
514670,78.0,2
514671,366.75,18
514672,384.69,19
514673,306.75,9
514675,210.59,10
514676,106.5,29
514677,498.96000000000004,31
514678,20.16,4
514679,1892.87,27
514680,95.53,20
514681,71.15,5
514682,579.35,30
514685,555.94,30
514686,95.46000000000001,4
514688,139.06,8
514690,187.67000000000002,28
514691,271.25,14
514692,145.5,6
514693,194.76999999999998,25
514694,118.35000000000001,19
514695,639.9,3
514696,13.919999999999998,1
514697,359.47999999999996,9
514703,90.0,1
514705,213.01999999999998,11
514714,611.7,16
514715,210.9,18
514716,501.33,28
514719,309.36,8
514720,524.3,13
514721,1547.01,56
514722,475.15,40
514723,281.55,28
514724,302.93,21
514725,153.95,10
514726,172.54999999999998,9
514727,426.0,7
514729,3274.4,21
514730,107.63999999999999,3
514731,545.9,4
514732,283.61,5
514734,478.15999999999997,20
514736,492.62,24
514744,342.44,21
514759,422.1,11
514774,423.90000000000003,17
514785,147.0,4
514797,892.5,6
514800,194.8,11
514801,227.4,14
514802,127.76,9
514803,119.69999999999999,2
514805,30.0,1
514806,149.12,34
514807,160.25,19
514808,591.6600000000001,4
514809,816.6,6
514810,294.88,10
514811,293.61,8
514812,210.9,28
514813,17.85,1
514814,219.9,11
514823,829.25,47
514824,308.96000000000004,13
514825,278.25,15
514826,127.3,30
514827,315.81,6
514828,545.96,17
514829,306.7,16
514830,303.8,14
514831,17.0,1
514834,439.32,6
514836,201.4,14
514838,135.46,8
514839,499.90000000000003,12
514840,53.1,1
514841,832.9,40
514842,218.36,9
514843,313.63,8
514844,395.62,12
514845,247.5,10
514849,58.5,2
514850,750.76,47
514851,252.8,15
514852,348.56,22
514856,112.46,11
514857,107.8,1
514858,81.36,1
514859,367.2,1
514860,138.24,1
514861,362.2,16
514862,211.20000000000002,16
514863,17.700000000000003,1
514864,410.56,21
514865,430.58,18
514866,1230.2,44
514867,554.8,16
514869,1.25,1
514870,1125.0,1
514871,529.0,3
514872,427.38,27
514874,175.2,1
514875,211.2,1
514876,2869.52,32
514877,427.0,5
514938,313.41,18
514940,117.42,15
514943,138.35,15
514949,496.45,31
514951,162.24,1
514954,61.84,6
514962,1554.45,53
514964,478.01,26
514966,164.82,9
514967,150.3,20
514969,398.21000000000004,26
514970,518.78,13
514971,495.36,3
514972,1169.02,41
514973,456.94,29
514974,209.9,23
514975,102.0,1
514976,173.7,7
514978,362.74,8
514979,771.65,11
514981,27.900000000000002,1
514982,100.30000000000001,6
514983,31.85,2
514984,221.81,43
514985,114.49,42
514989,244.85,19
514990,23.6,1
514993,611.67,53
514996,243.35999999999999,1
514998,192.88,11
514999,278.57,16
515003,306.58000000000004,20
515004,266.47,6
515005,285.31,18
515006,529.5699999999999,9
515008,133.45,7
515009,629.8,30
515010,341.40000000000003,23
515012,1760.39,149
515015,334.53,5
515016,273.96,61
515017,136.5,16
515018,607.62,37
515019,243.60000000000002,14
515020,333.47,21
515021,164.70000000000002,10
515022,92.75999999999999,8
515023,300.65,5
515024,511.38,22
515025,304.97,12
515026,303.35,12
515027,330.53,19
515028,300.56,12
515029,467.13,24
515030,160.8,3
515036,156.3,2
515088,66.8,20
515091,110.3,7
515093,326.3,19
515094,543.48,10
515096,300.45,17
515097,132.55,5
515098,76.75,5
515099,239.1,13
515100,89.5,12
515107,309.46000000000004,18
515109,87.99000000000001,13
515110,328.2,6
515111,204.24,9
515112,29.700000000000003,1
515113,71.0,4
515114,655.41,21
515115,420.08,61
515116,444.03000000000003,17
515117,508.02000000000004,11
515118,288.1,16
515119,279.18,29
515121,259.75,42
515122,322.09999999999997,7
515123,715.02,31
515124,147.18,17
515126,637.4,35
515127,636.0400000000001,33
515128,715.02,1
515141,134.9,10
515146,715.02,31
515149,716.08,43
515150,231.33999999999997,13
515152,104.1,2
515154,306.3,10
515156,313.25,4
515157,129.2,22
515161,345.1,23
515165,908.32,92
515166,107.17,28
515167,16.75,2
515168,9.9,2
515174,516.41,28
515175,306.22,7
515176,99.9,6
515177,226.01,26
515178,12.75,1
515179,494.49,58
515180,376.6,9
515181,220.13,40
515182,361.81,46
515183,147.97,98
515184,329.8,19
515185,252.72,12
515187,17995.88,25
515192,1895.3799999999999,52
515253,679.3000000000001,27
515255,226.01999999999998,35
515257,234.55,20
515259,520.52,16
515260,2.5,1
515261,253.19,17
515265,205.74,3
515277,319.32,7
515278,112.46,41
515279,354.6,13
515280,702.9,13
515281,2970.7500000000005,1
515286,350.0,15
515288,362.93,19
515290,248.18,20
515295,14.850000000000001,1
515296,3031.4000000000005,15
515301,515.12,14
515303,99.58000000000001,7
515305,1197.15,74
515310,542.7,20
515312,205.0,15
515313,160.92000000000002,32
515314,296.79,30
515315,204.00000000000003,1
515316,232.79,27
515317,116.85,15
515318,66.0,1
515319,277.6,38
515320,209.27,26
515321,102.0,1
515322,49.95,3
515323,559.88,10
515324,73.19,17
515326,323.0,40
515327,156.53,34
515328,170.85999999999999,29
515329,972.24,104
515330,229.64000000000001,63
515331,23.6,1
515332,599.98,21
515333,163.92,37
515334,1598.75,20
515335,226.08,48
515336,142.88,23
515337,142.38,8
515338,375.76,16
515341,825.0,5
515342,559.2,1
515343,89.04,2
515344,384.14,23
515345,191.73,18
515346,10.0,1
515347,664.58,33
515348,1583.82,19
515349,590.0,2
515350,584.4499999999999,26
515351,180.48000000000002,2
515352,211.0,8
515354,243.35999999999999,1
515355,121.67999999999999,1
515358,13.200000000000001,1
515367,53.400000000000006,3
515386,161.13,27
515404,628.82,19
515405,196.84999999999997,3
515406,435.61,97
515409,426.26,23
515411,360.9,28
515412,270.92,14
515415,77.97000000000001,2
515416,326.3,12
515417,655.25,18
515418,196.23,51
515419,139.8,1
515420,938.9399999999999,94
515421,202.1,11
515423,661.51,80
515424,78.55,6
515425,355.1,16
515426,80.15,6
515427,363.8,69
515428,21.0,1
515431,311.98,21
515437,156.1,24
515455,1191.56,54
515457,105.0,1
515458,599.55,8
515465,273.15,4
515466,35.400000000000006,1
515469,201.6,2
515470,157.27,12
515471,122.76,14
515474,223.06,42
515475,1189.94,34
515477,200.70000000000002,5
515480,1111.14,30
515481,256.6,18
515484,309.23,55
515485,362.88,1
515486,495.0,3
515487,990.0,1
515502,1275.0,1
515503,131.39999999999998,1
515504,114.5,2
515506,529.64,31
515507,29.5,2
515508,320.95,10
515509,66.6,1
515510,512.78,54
515511,110.95,9
515530,838.9,25
515533,244.58,39
515541,110.44,17
515568,105.5,2
515569,422.25,56
515571,132.29,9
515572,0.95,1
515575,134.95,6
515578,126.35,11
515588,846.77,50
515590,178.48000000000002,23
515591,266.51,67
515592,639.08,4
515593,412.17,52
515594,15.0,3
515595,1113.56,52
515597,270.69000000000005,5
515598,642.14,21
515599,209.02,28
515600,49.7,3
515601,29.700000000000003,1
515602,295.0,1
515603,291.45000000000005,7
515604,157.14,5
515605,169.25,20
515606,343.59999999999997,7
515607,197.33,10
515610,491.4,5
515612,13.45,6
515614,317.5,1
515616,356.4,2
515617,35.400000000000006,1
515619,459.03,16
515621,1723.18,17
515622,81.36,1
515624,1189.94,34
515625,328.22,9
515626,19.799999999999997,1
515627,346.3,18
515629,314.01,27
515635,343.61,22
515663,309.08000000000004,6
515674,357.2,19
515677,319.14,7
515681,43.2,2
515682,247.15,13
515684,313.02,18
515685,255.82999999999998,16
515687,151.9,21
515697,415.61,38
515702,22.45,2
515703,177.62,45
515704,395.53000000000003,27
515705,238.47,34
515706,433.12,7
515707,270.9,3
515708,44.550000000000004,1
515723,79.9,12
515724,95.15,23
515733,197.95000000000002,11
515742,1706.23,78
515743,245.76,10
515745,311.88,17
515749,151.95,10
515758,1930.8,19
515760,405.62,24
515761,241.59,37
515762,15.0,1
515763,250.94,37
515764,742.86,22
515765,176.4,7
515766,124.62,24
515768,265.1,76
515769,636.0,1
515770,314.55,11
515771,83.53999999999999,16
515773,323.0,42
515774,55.65,1
515776,300.97,7
515781,227.65,15
515782,10.95,1
515783,280.5,2
515795,1188.88,50
515801,338.81,37
515811,407.68,10
515812,39.8,2
515813,520.7,21
515814,1220.32,64
515815,79.48,5
515816,160.07999999999998,10
515817,660.0,1
515825,432.0,2
515826,432.0,3
515827,557.65,14
515828,124.46000000000001,31
515830,311.37,35
515832,13.100000000000001,3
515842,145.55,7
515845,15.0,1
515855,15.0,1
515861,354.2,10
515879,353.74,15
515880,737.03,40
515881,370.0,21
515883,17.0,1
515884,526.27,66
515885,167.62,12
515887,572.35,37
515888,752.84,38
515896,236.55,12
515897,312.13,15
515898,125.87,7
515899,197.95000000000002,12
515902,307.1,18
515903,9.9,1
515904,92.25,2
515905,96.44,25
515906,115.19999999999999,24
515907,556.84,60
515908,264.26,58
515909,794.22,9
515910,1562.8,58
515911,108.89999999999999,4
515912,561.69,30
515913,49.5,1
515914,279.25,13
515915,104.4,6
515916,377.71999999999997,113
515917,542.03,10
515922,261.48,19
515923,369.78,11
515924,104.25000000000001,2
515926,29.849999999999998,1
515927,443.3,23
515928,231.45000000000002,13
515929,150.5,7
515930,2284.92,3
515931,717.95,39
515932,3761.6400000000003,10
515933,486.72,1
515934,128.31,20
515935,208.9,5
515936,2284.92,3
515937,130.64,32
515938,443.39,14
515940,1636.8000000000002,3
515941,96.56,5
515943,20.4,1
515944,22863.36,17
515945,398.53999999999996,19
515946,64.7,4
515947,272.09000000000003,15
515948,509.0,25
515949,176.05,31
515951,251.79,33
515952,73.13,8
515953,110.65,16
515954,189.37,40
515955,413.55,34
515956,666.6,40
515957,165.6,21
515958,361.2,35
515969,1.65,1
515971,894.96,1
515984,43.8,1
515986,321.1,20
515995,356.96999999999997,16
515996,202.8,7
515998,98.66,7
516000,214.92,13
516001,329.64,14
516002,19.799999999999997,1
516003,50.72,3
516004,137.36,10
516005,150.66,9
516006,55.199999999999996,4
516007,377.45,14
516010,78.0,3
516011,172.6,8
516012,186.3,6
516015,606.36,10
516018,382.97999999999996,8
516019,801.98,30
516020,309.5,8
516022,91.6,1
516027,316.7,17
516030,141.36,3
516033,313.7,11
516040,107.07,7
516058,550.5,11
516059,34.9,2
516060,281.6,15
516061,65.4,2
516079,104.91999999999999,5
516097,186.9,13
516105,353.58,19
516106,177.04,13
516107,293.52,35
516108,15.12,1
516109,221.13,20
516110,200.95000000000002,44
516111,169.14,10
516112,1970.27,100
516113,30.54,2
516114,97.80000000000001,3
516115,191.7,11
516116,875.45,122
516117,702.45,39
516119,662.39,42
516120,336.24,7
516129,307.98,10
516130,43.25,10
516131,2903.71,37
516132,368.7,22
516133,1259.05,30
516135,14.850000000000001,1
516136,89.85,2
516137,226.05,5
516138,478.08,32
516139,305.28000000000003,3
516140,102.0,2
516141,324.48,3
516142,122.95,24
516145,316.5,4
516147,121.06,8
516148,116.41,17
516150,235.65,25
516151,88.57,6
516152,424.56,25
516153,2819.16,23
516154,124.46,33
516155,127.56,21
516156,309.4,10
516157,230.44,46
516158,385.09999999999997,14
516161,149.65,23
516162,347.91,90
516163,141.6,3
516164,969.35,20
516165,279.62,74
516166,301.25,15
516167,59.0,1
516168,445.62,69
516169,487.2,2
516170,202.44000000000003,4
516171,284.4,18
516172,168.6,11
516173,37.5,1
516174,187.95,8
516175,138.24,1
516176,368.8,17
516177,529.56,5
516178,173.66,14
516179,336.48,6
516181,339.85,7
516182,428.8,21
516183,524.1700000000001,28
516184,142.84,22
516185,367.0,63
516186,400.74,12
516187,154.65,27
516188,185.64000000000001,15
516189,1511.37,59
516190,360.22,24
516191,166.20000000000002,2
516192,531.38,20
516193,317.15,21
516194,4692.92,45
516195,124.8,2
516196,617.05,28
516201,294.95,4
516224,612.24,39
516257,159.14,8
516260,137.4,3
516261,69.6,1
516262,316.63,18
516263,380.61,84
516264,419.89,11
516265,204.19,43
516266,245.48999999999998,40
516268,169.5,1
516269,1518.96,11
516270,3678.86,48
516271,153.29999999999998,2
516272,255.44,16
516273,200.42000000000002,13
516275,221.82999999999998,14
516287,1178.5900000000001,57
516292,942.86,47
516302,539.0,19
516303,140.89000000000001,30
516304,358.38,11
516305,256.22,24
516306,1105.5,50
516307,549.38,30
516308,90.0,1
516309,1199.3600000000001,66
516310,107.09,28
516311,324.14,23
516312,458.8,27
516313,428.38,26
516314,307.66,24
516315,372.12,9
516316,147.31,8
516319,199.0,1
516321,137.59999999999997,3
516322,490.82,33
516323,372.34999999999997,8
516324,97.5,3
516325,384.3,24
516326,175.44,24
516327,723.69,55
516328,372.96000000000004,15
516329,187.8,3
516330,51.5,9
516331,316.96,20
516332,236.1,3
516333,394.09999999999997,17
516335,152.45,4
516337,333.07,12
516338,299.52,20
516339,274.1,8
516340,309.48,16
516341,303.90000000000003,6
516342,107.36,19
516343,540.29,33
516344,168.5,6
516345,314.34000000000003,11
516346,322.42,12
516347,106.5,2
516348,295.18,12
516349,300.26,18
516350,259.69,11
516351,540.07,20
516367,382.32,10
516369,311.4,2
516371,486.40000000000003,40
516378,3078.21,56
516379,35.4,2
516430,3970.13,43
516431,303.5,11
516432,617.5,11
516433,150.04,30
516434,144.76,31
516436,314.1,4
516437,360.09000000000003,19
516438,59.199999999999996,4
516439,135.0,5
516446,138.3,8
516447,446.94,33
516449,128.1,5
516450,247.48,45
516451,205.15,11
516452,675.88,50
516453,451.9,27
516454,750.0,13
516455,116.85,3
516456,15.299999999999999,1
516457,192.6,9
516458,17.0,1
516461,300.31,16
516463,174.64,21
516464,788.4,32
516465,357.16,10
516466,231.65,18
516468,17.1,4
516469,22.9,4
516471,415.13,22
516475,531.94,48
516476,1119.34,17
516477,500.87,77
516478,186.32,21
516479,364.0,1
516480,231.79999999999998,4
516481,333.79,22
516482,301.56,16
516483,61.199999999999996,3
516484,334.28,19
516485,824.49,57
516486,108.0,1
516487,224.28,6
516488,1153.14,52
516489,765.0,30
516490,42.22,3
516493,176.27999999999997,4
516494,953.19,50
516535,134.7,16
516536,669.12,7
516537,209.85000000000002,8
516538,1230.75,24
516541,291.09999999999997,10
516551,297.43,13
516561,360.0,1
516564,112.75,5
516566,184.55,11
516567,431.72,30
516568,274.12,15
516569,1143.26,29
516579,106.02,5
516583,222.75,17
516586,326.6,10
516588,160.75,8
516590,277.89,47
516591,276.34000000000003,25
516592,18.55,3
516593,297.3,14
516595,114.3,22
516601,965.6800000000001,5
516607,135.29,13
516608,30.799999999999997,13
516609,582.01,84
516610,1748.57,91
516611,368.72,20
516613,420.8,12
516615,1185.38,36
516616,475.54,23
516617,135.6,5
516618,163.16,18
516623,310.84,10
516626,315.02,19
516627,175.8,5
516628,438.2,7
516629,832.28,37
516630,156.0,4
516631,78.0,4
516632,529.84,30
516633,167.52,9
516634,226.75,8
516635,180.75,11
516648,2.5,1
516663,51.0,1
516686,315.0,13
516696,733.14,52
516710,176.1,9
516711,495.72,45
516715,309.14,15
516716,319.40000000000003,17
516718,127.7,15
516725,310.49,21
516726,338.15000000000003,23
516727,120.14999999999999,10
516728,402.15999999999997,23
516729,104.73,7
516730,165.53,35
516731,270.6,3
516732,416.95,10
516733,479.70000000000005,21
516734,462.54,15
516735,77.8,4
516736,395.56,35
516737,79.9,1
516738,102.0,1
516739,448.22,25
516740,327.59999999999997,2
516741,125.92999999999999,30
516742,318.0,1
516743,244.79999999999998,1
516744,301.73,17
516746,119.5,29
516747,172.73000000000002,8
516749,361.93,28
516750,220.73,12
516751,3.75,1
516752,581.53,90
516753,745.42,12
516757,68.8,11
516758,159.02,12
516760,73.06,6
516761,456.24,5
516767,232.57999999999998,11
516768,606.25,34
516769,1108.65,28
516770,111.39,44
516773,827.65,63
516774,152.15,23
516775,3787.06,26
516776,144.9,24
516777,138.73,25
516778,338.56,61
516779,139.05,9
516780,20.4,1
516781,8328.31,14
516783,299.02,19
516785,617.5,11
516786,1155.0,4
516787,207.33,12
516788,799.8599999999999,19
516789,283.18,13
516790,141.72,19
516814,147.06,31
516837,301.0,17
516839,566.95,29
516840,1151.28,2
516841,191.86,10
516842,296.66,12
516843,220.83,36
516851,305.72,19
516857,57.3,3
516868,447.4,17
516869,153.74,34
516870,337.57,34
516871,150.46,25
516872,399.22,13
516873,567.75,9
516874,282.13,17
516875,632.81,44
516876,347.3,20
516877,474.9,31
516878,60.3,3
516879,107.97,12
516880,304.9,58
516884,1484.26,45
516885,1212.0,53
516886,169.46,10
516887,367.52,20
516890,322.42,23
516891,785.33,55
516896,226.9,66
516901,303.5,9
516902,688.66,34
516903,115.30000000000001,4
516904,302.8,3
516905,132.28,8
516906,303.0,15
516907,198.15,12
516908,183.68,13
516909,95.0,1
516910,298.4,12
516911,5.8,1
516913,471.35999999999996,14
516914,205.17,50
516915,684.73,19
516916,335.40000000000003,1
516917,102.3,7
516918,267.23,16
516919,503.2,22
516920,344.78,19
516921,342.83,20
516922,995.66,120
516923,451.47,47
516924,366.3,34
516925,1079.56,14
516926,69.6,1
516927,204.04000000000002,19
516928,153.24,2
516929,171.82,13
516930,120.3,8
516931,158.45,31
516932,379.26,16
516933,115.68,3
516935,320.38,14
516936,279.73,16
516937,169.4,11
516938,424.66,23
516939,136.04,18
516940,219.82000000000002,15
516941,110.75,22
516942,120.39999999999999,7
516943,99.41,8
516944,720.29,43
516945,683.1700000000001,37
516946,330.90000000000003,10
516948,30.0,1
516949,513.6,18
516950,222.70000000000002,40
516951,784.85,22
516953,49.2,3
516954,840.55,166
516955,17.0,1
516956,492.23,90
516957,25.29,9
516959,691.98,104
516960,1389.12,58
516961,110.0,6
516962,1231.74,68
516963,870.42,38
516964,1434.7,12
516967,622.0,24
516968,361.35,20
516969,54.699999999999996,3
516970,109.2,6
516973,505.26,5
516975,305.32,9
516976,359.04,3
516993,435.45,70
517001,1003.0799999999999,5
517017,320.98,25
517033,166.05,21
517037,320.05,14
517042,613.11,81
517043,574.48,28
517044,170.63,9
517046,363.96000000000004,29
517047,661.02,28
517048,147.6,2
517049,96.60000000000001,5
517050,102.30000000000001,7
517051,90.42,3
517052,253.44,24
517053,504.87,20
517055,157.4,9
517057,198.8,10
517059,100.86,8
517060,522.54,16
517061,270.6,3
517062,416.95,10
517065,306.35,16
517066,479.70000000000005,21
517069,191.85,27
517070,656.38,29
517077,313.1,8
517078,201.45,20
517093,620.24,39
517095,386.68,19
517096,303.34000000000003,20
517097,15.8,1
517104,163.01,26
517106,606.26,101
517109,369.83,23
517110,318.93,16
517111,306.67,20
517112,174.51,8
517113,15.0,1
517114,73.09,10
517116,1021.52,15
517117,78.67999999999999,5
517118,36.9,2
517120,436.02,25
517121,231.8,6
517122,330.0,2
517123,334.8,2
517124,1071.82,50
517125,236.44,12
517126,30.0,2
517127,79.5,3
517128,58.5,3
517129,107.24000000000001,2
517130,180.15,23
517132,469.48,30
517133,502.86,40
517134,262.86,15
517137,178.2,3
517141,27.75,2
517144,1328.65,5
517153,375.05,20
517154,1095.06,38
517155,411.26,12
517156,301.88,9
517159,127.39999999999999,4
517161,17.700000000000003,1
517192,399.0,3
517193,314.92,11
517197,40.8,1
517209,95.95,2
517212,433.37,27
517213,106.56,2
517214,27.36,1
517215,41.76,1
517216,96.8,2
517217,140.54,22
517218,977.21,51
517221,353.18,23
517222,464.3,26
517224,366.13,26
517225,610.08,22
517226,540.0,1
517228,12.75,1
517229,24.75,1
517230,347.81,20
517232,559.4200000000001,17
517233,418.75,21
517235,179.93,45
517236,175.78,13
517237,129.84,9
517238,364.94,87
517239,196.81,19
517240,9.9,1
517242,1992.0,5
517243,145.6,7
517246,328.92,15
517247,168.29999999999998,1
517249,303.95,17
517250,3297.6000000000004,4
517251,538.56,33
517252,215.95,63
517253,3947.58,6
517254,271.39,48
517259,323.85,15
517265,385.88,26
517266,244.65,15
517267,423.19,7
517268,686.9,9
517269,129.32,4
517270,1443.2,15
517271,102.02,7
517272,54.0,3
517273,369.62,18
517274,32.699999999999996,2
517275,960.41,47
517285,309.88,23
517291,405.42,12
517298,1164.15,44
517299,506.64,21
517300,311.3,14
517301,374.05,22
517307,563.75,24
517312,95.0,3
517313,306.55,17
517314,256.95,2
517315,360.0,1
517316,285.85,43
517317,588.55,35
517318,247.25,11
517319,417.59,27
517321,429.45,15
517322,299.7,13
517323,134.60999999999999,13
517324,360.72,21
517325,138.24,2
517326,390.5,19
517328,449.90000000000003,9
517329,432.34,26
517330,375.32,24
517331,370.54,18
517333,535.25,22
517334,93.89,8
517336,486.33,60
517337,249.8,14
517338,211.25000000000003,4
517339,208.3,32
517340,252.56,36
517342,8.25,2
517348,544.47,31
517351,881.23,53
517352,289.7,22
517353,20.0,1
517354,884.08,63
517355,52.45,4
517357,306.16,18
517358,260.3,16
517360,558.9,21
517361,224.45000000000002,13
517362,90.41,20
517365,173.54,8
517366,151.20000000000002,1
517372,401.62,61
517377,350.4,1
517381,486.15,35
517382,226.94,28
517384,753.05,71
517385,202.1,51
517386,483.88,29
517391,2496.6,1
517392,173.5,9
517393,3485.5,24
517394,603.25,36
517395,94.8,7
517397,510.76,5
517398,306.20000000000005,7
517399,531.1,26
517400,637.86,45
517403,156.75,41
517404,3417.12,10
517409,344.63,20
517422,173.36,9
517457,120.75,14
517460,361.16,19
517467,627.62,41
517471,371.27,20
517474,441.81,23
517478,213.6,37
517479,248.47,14
517481,100.0,1
517482,317.16,20
517483,3610.5,1
517485,110.0,1
517486,400.2,21
517487,610.48,23
517491,720.9200000000001,18
517492,247.89999999999998,11
517507,384.20000000000005,4
517509,984.1999999999999,11
517510,50.8,1
517511,304.0,16
517512,194.1,10
517513,811.91,58
517514,248.75,58
517515,326.98,20
517516,14.98,1
517517,304.2,22
517518,303.32,17
517520,111.09,9
517521,1166.46,13
517527,392.85,26
517528,144.9,5
517529,541.61,26
517530,334.08,16
517532,421.90000000000003,11
517537,45.0,1
517539,259.9,17
517540,315.8,6
517541,281.42,26
517542,246.07,84
517543,40.24,19
517545,117.03,30
517547,490.47,19
517548,15.0,1
517549,372.59000000000003,110
517550,323.86,14
517551,46.8,2
517552,242.29,31
517553,149.89,12
517554,76.5,1
517555,326.86,70
517557,141.54,22
517558,474.89,72
517561,14.850000000000001,1
517566,109.0,1
517567,470.3,2
517568,487.0,2
517569,3.75,1
517573,312.5,22
517575,376.15000000000003,22
517576,23.6,1
517578,672.93,48
517579,129.75,7
517620,293.28,14
517622,304.85,16
517623,470.78,17
517625,142.33,48
517626,284.11,47
517627,137.20000000000002,34
517628,754.4300000000001,41
517629,528.24,35
517631,55.0,1
517632,184.69,12
517638,332.88,3
517639,406.2,2
517640,330.0,1
517641,115.08,7
517642,51.150000000000006,3
517643,337.92,4
517644,271.02,17
517645,776.02,14
517646,1633.86,2
517648,15.0,1
517649,386.09999999999997,24
517650,637.44,18
517651,198.32,7
517652,15.0,1
517653,326.90000000000003,16
517664,97.83,5
517665,887.68,7
517666,327.5,15
517667,109.85,5
517668,292.5,9
517669,109.55,16
517671,168.98,6
517673,508.1,25
517704,301.72,6
517707,4.15,2
517708,153.3,10
517709,50.0,1
517710,560.6999999999999,27
517711,89.30000000000001,4
517712,778.71,47
517713,95.0,1
517714,1024.01,131
517717,15.299999999999999,1
517718,7.5,1
517719,213.63,51
517720,218.45,16
517721,342.65,38
517722,348.77,25
517723,117.72,21
517724,206.91,34
517725,157.3,18
517726,194.15,14
517727,8.7,1
517728,218.04,21
517729,226.35999999999999,18
517731,21984.0,16
517732,370.51,41
517734,177.02,19
517737,190.35,17
517738,438.65000000000003,28
517739,365.05,62
517740,510.68,75
517741,112.19999999999999,6
517742,406.26,37
517743,228.75,62
517744,910.17,30
517745,320.65999999999997,9
517746,326.64,17
517747,556.72,31
517748,323.72999999999996,24
517749,549.05,30
517750,713.75,33
517751,194.9,13
517752,189.09,12
517753,148.05,6
517754,1424.0,2
517755,541.46,25
517756,340.96000000000004,9
517757,19.9,1
517758,244.95,14
517759,107.5,6
517760,201.25,37
517761,601.25,46
517762,36.9,3
517764,1554.6,13
517766,305.08,2
517793,153.20000000000002,10
517815,331.1,18
517816,79.18,5
517817,5737.32,17
517819,85.0,1
517820,215.42999999999998,12
517822,297.06,13
517823,251.38,16
517824,365.31,42
517825,405.0,15
517843,83.7,4
517844,392.4,2
517845,240.0,1
517847,496.98,35
517848,476.25,2
517849,99.6,4
517851,133.9,9
517852,149.0,6
517853,411.96,9
517858,178.95,19
517859,911.47,89
517860,829.35,28
517861,190.12,41
517862,747.39,31
517863,392.8,20
517864,480.29,29
517865,247.95,43
517866,328.43,18
517867,660.12,24
517868,311.03999999999996,6
517869,87.47,9
517870,305.11,15
517871,489.78000000000003,52
517872,345.6,18
517874,325.70000000000005,5
517882,287.66,31
517883,167.45,32
517889,10.2,1
517891,307.1,6
517893,986.2099999999999,12
517896,238.72,15
517900,105.05000000000001,7
517901,46.8,1
517904,125.0,1
517905,750.0,1
517906,235.5,13
517909,728.9200000000001,20
517910,180.0,11
517911,222.85000000000002,9
517914,1733.5,22
517930,590.0,2
517931,755.7,64
517933,502.55,27
517934,800.0,1
517946,474.31,52
517947,216.3,25
517948,121.74000000000001,8
517951,732.61,22
517952,398.96000000000004,23
517953,2780.3199999999997,4
517955,29.9,1
517957,294.22,41
517958,101.71000000000001,18
517960,481.74,25
517962,321.42,6
517963,500.57000000000005,22
517964,221.62,31
517965,175.08,12
517967,229.44,54
517969,131.01,16
517970,563.1,19
517971,149.54999999999998,17
517972,246.0,14
517973,321.78,9
517974,1503.55,57
517975,577.6800000000001,12
517976,125.8,24
517977,905.74,154
517978,993.75,73
517979,54.599999999999994,3
517980,395.64,25
517982,313.39,13
517983,158.05,6
517985,145.6,30
517992,145.63,10
517994,169.3,6
517995,89.95,9
518003,315.98,9
518004,352.11,19
518005,35.7,1
518006,410.71000000000004,19
518007,220.75,10
518008,379.74,19
518009,253.81,15
518010,314.25,17
518011,246.3,17
518012,254.0,4
518013,146.02,9
518014,95.03,9
518015,248.15,15
518016,353.41,17
518052,334.88,1
518055,116.1,10
518056,365.56,22
518058,103.80000000000001,3
518059,100.5,12
518060,90.0,1
518061,107.12,23
518062,737.4,41
518063,1161.18,43
518064,470.14,69
518065,650.64,18
518067,1258.86,67
518069,258.9,14
518071,312.3,18
518072,91.15,9
518073,10.95,1
518076,309.21,36
518077,889.02,25
518079,613.8,7
518080,308.81,18
518081,1108.8,18
518086,379.42,21
518115,596.68,105
518133,791.4,38
518134,215.28,13
518135,131.07999999999998,5
518136,301.81,16
518139,359.88,20
518140,468.65,20
518141,176.47,8
518145,66.6,4
518146,468.78000000000003,43
518147,203.35,7
518148,277.48,58
518150,132.37,15
518151,182.16000000000003,2
518152,122.39999999999999,2
518153,1160.0,4
518154,512.73,25
518155,38.7,1
518156,235.70000000000002,15
518157,905.48,10
518158,290.7,11
518159,634.35,43
518176,110.69999999999999,4
518184,20.4,2
518200,759.35,41
518201,591.87,39
518202,132.6,6
518203,244.98000000000002,10
518204,312.38,5
518205,1210.8,31
518206,2675.14,31
518215,590.78,13
518216,75.12,3
518217,191.28,11
518218,376.5,10
518219,526.54,31
518220,1045.94,90
518221,227.16000000000003,5
518222,272.48,9
518224,287.1,5
518226,120.55000000000001,3
518227,613.38,181
518228,660.39,59
518229,321.52,5
518230,797.62,83
518231,541.2,18
518232,761.66,35
518233,308.70000000000005,3
518242,524.4,8
518243,199.45000000000002,17
518247,362.74,14
518248,278.76,19
518249,275.45,17
518250,1339.6,2
518251,214.68,4
518252,384.99,31
518253,161.73,25
518259,139.94,22
518260,17.080000000000002,2
518261,184.8,23
518266,252.29999999999998,35
518268,381.86,17
518269,305.91,40
518270,365.34000000000003,97
518271,689.09,36
518272,189.29999999999998,16
518273,539.14,18
518275,446.75,23
518276,364.7,12
