Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13658,10,13,5772.07,4,4,4,12,Champions
13659,197,17,4716.63,2,4,4,10,Champions
13660,396,2,303.69,1,2,1,4,Lost
13661,603,1,325.24,1,1,1,3,Lost
13662,86,17,2183.13,3,4,3,10,Champions
13663,179,6,2013.6100000000001,2,3,3,8,Loyal Customers
13665,386,3,1711.6599999999999,1,2,3,6,Needs Attention
13666,60,5,127.89999999999999,3,3,1,7,Recent but Low Value
13667,149,1,305.02,2,1,1,4,Lost
13668,3,47,12749.14,4,4,4,12,Champions
13669,51,3,413.55,3,2,2,7,Recent but Low Value
13670,75,1,349.7,3,1,2,6,Recent but Low Value
13671,395,1,194.95,1,1,1,3,Lost
13672,301,7,162.07000000000002,2,3,1,6,At Risk (Was Valuable)
13673,19,2,396.92,4,2,2,8,Loyal Customers
13674,430,2,215.88,1,2,1,4,Lost
13675,151,2,486.82000000000005,2,2,2,6,Needs Attention
13676,539,3,153.15,1,2,1,4,Lost
13677,405,2,556.1899999999999,1,2,2,5,Needs Attention
13678,152,1,232.6,2,1,1,4,Lost
13679,494,3,281.26,1,2,1,4,Lost
13680,1,13,9915.56,4,4,4,12,Champions
13681,18,4,827.83,4,3,2,9,Loyal Customers
13682,187,1,59.5,2,1,1,4,Lost
13683,458,1,258.6,1,1,1,3,Lost
13684,286,6,546.52,2,3,2,7,At Risk (Was Valuable)
13685,3,7,3119.44,4,3,4,11,Champions
13686,183,3,409.04,2,2,2,6,Needs Attention
13687,438,1,11880.84,1,1,4,6,Needs Attention
13688,635,1,375.5,1,1,2,4,Lost
13689,63,2,1259.5,3,2,3,8,Loyal Customers
13690,59,1,172.25,3,1,1,5,Recent but Low Value
13691,396,1,212.78,1,1,1,3,Lost
13692,25,8,3016.4500000000003,3,3,4,10,Champions
13693,325,13,1948.32,2,4,3,9,Loyal Customers
13694,4,164,190825.52,4,4,4,12,Champions
13695,31,16,2770.73,3,4,4,11,Champions
13696,422,4,2008.7,1,3,3,7,At Risk (Was Valuable)
13697,39,1,151.29999999999998,3,1,1,5,Recent but Low Value
13698,597,2,465.53000000000003,1,2,2,5,Needs Attention
13699,155,3,711.4,2,2,2,6,Needs Attention
13700,26,14,2586.21,3,4,4,11,Champions
13701,437,2,159.55,1,2,1,4,Lost
13702,446,1,135.18,1,1,1,3,Lost
13703,318,3,99.5,2,2,1,5,Needs Attention
13704,5,10,2295.31,4,4,4,12,Champions
13705,8,7,2035.33,4,3,3,10,Champions
13706,303,2,631.17,2,2,2,6,Needs Attention
13707,267,5,3365.86,2,3,4,9,Loyal Customers
13708,271,1,296.88,2,1,1,4,Lost
13709,4,22,7512.81,4,4,4,12,Champions
13710,32,3,509.52,3,2,2,7,Recent but Low Value
13711,219,15,1632.6100000000001,2,4,3,9,Loyal Customers
13712,247,2,766.42,2,2,2,6,Needs Attention
13713,408,3,743.26,1,2,2,5,Needs Attention
13714,465,1,161.35,1,1,1,3,Lost
13715,281,21,8438.34,2,4,4,10,Champions
13716,269,1,138.28,2,1,1,4,Lost
13717,32,11,1748.05,3,4,3,10,Champions
13718,246,2,306.55,2,2,1,5,Needs Attention
13719,15,11,2815.25,4,4,4,12,Champions
13720,117,4,799.9,2,3,2,7,At Risk (Was Valuable)
13721,36,2,741.54,3,2,2,7,Recent but Low Value
13722,120,11,5629.16,2,4,4,10,Champions
13723,217,6,1209.2,2,3,3,8,Loyal Customers
13724,637,1,213.01,1,1,1,3,Lost
13725,50,11,1809.81,3,4,3,10,Champions
13726,39,2,1079.6599999999999,3,2,3,8,Loyal Customers
13727,29,9,1067.3,3,4,3,10,Champions
13728,37,16,2855.17,3,4,4,11,Champions
13729,436,5,676.4300000000001,1,3,2,6,At Risk (Was Valuable)
13730,136,2,752.6,2,2,2,6,Needs Attention
13731,219,2,610.59,2,2,2,6,Needs Attention
13732,28,1,491.86,3,1,2,6,Recent but Low Value
13733,411,3,484.53000000000003,1,2,2,5,Needs Attention
13734,509,6,3451.2900000000004,1,3,4,8,Loyal Customers
13735,25,22,9472.81,3,4,4,11,Champions
13736,5,12,2715.01,4,4,4,12,Champions
13737,200,1,339.59999999999997,2,1,1,4,Lost
13738,396,1,440.93,1,1,2,4,Lost
13739,18,2,292.2,4,2,1,7,Recent but Low Value
13740,241,5,1597.77,2,3,3,8,Loyal Customers
13741,72,4,666.33,3,3,2,8,Loyal Customers
13742,17,14,3102.42,4,4,4,12,Champions
13743,3,8,1340.1499999999999,4,3,3,10,Champions
13744,95,2,1156.36,2,2,3,7,Needs Attention
13745,151,4,761.27,2,3,2,7,At Risk (Was Valuable)
13746,414,1,176.69,1,1,1,3,Lost
13747,374,2,249.39999999999998,2,2,1,5,Needs Attention
13748,96,9,2268.35,2,4,4,10,Champions
13750,54,13,3563.6,3,4,4,11,Champions
13751,288,1,296.25,2,1,1,4,Lost
13752,124,7,1590.73,2,3,3,8,Loyal Customers
13753,288,4,2094.57,2,3,3,8,Loyal Customers
13754,152,3,447.05,2,2,2,6,Needs Attention
13755,4,10,2154.68,4,4,3,11,Champions
13756,2,25,9147.2,4,4,4,12,Champions
13757,675,1,195.55,1,1,1,3,Lost
13758,12,19,9263.14,4,4,4,12,Champions
13759,33,2,659.4100000000001,3,2,2,7,Recent but Low Value
13760,54,6,1358.6399999999999,3,3,3,9,Loyal Customers
13761,50,6,1952.17,3,3,3,9,Loyal Customers
13762,204,6,2165.76,2,3,3,8,Loyal Customers
13763,63,6,5181.99,3,3,4,10,Champions
13764,71,6,2953.26,3,3,4,10,Champions
13765,653,1,352.821,1,1,2,4,Lost
13766,495,1,190.35,1,1,1,3,Lost
13767,2,96,35115.68,4,4,4,12,Champions
13768,564,8,758.07,1,3,2,6,At Risk (Was Valuable)
13769,2,29,5766.63,4,4,4,12,Champions
13770,422,4,785.37,1,3,2,6,At Risk (Was Valuable)
13771,64,10,5726.07,3,4,4,11,Champions
13772,34,9,3094.72,3,4,4,11,Champions
13773,397,2,301.54,1,2,1,4,Lost
13774,82,1,345.0,3,1,2,6,Recent but Low Value
13775,591,1,1049.66,1,1,3,5,Needs Attention
13777,1,73,56016.57,4,4,4,12,Champions
13778,103,5,1116.54,2,3,3,8,Loyal Customers
13779,516,1,161.13,1,1,1,3,Lost
13780,7,3,735.82,4,2,2,8,Loyal Customers
13781,251,4,770.88,2,3,2,7,At Risk (Was Valuable)
13782,13,14,1785.77,4,4,3,11,Champions
13783,488,4,1542.09,1,3,3,7,At Risk (Was Valuable)
13784,10,15,2897.18,4,4,4,12,Champions
13785,429,4,542.49,1,3,2,6,At Risk (Was Valuable)
13786,367,8,2736.41,2,3,4,9,Loyal Customers
13787,76,9,1173.7,3,4,3,10,Champions
13788,505,1,3.75,1,1,1,3,Lost
13789,388,1,239.45999999999998,1,1,1,3,Lost
13790,4,1,348.8,4,1,2,7,Recent but Low Value
13791,43,3,1047.68,3,2,3,8,Loyal Customers
13792,66,3,383.95,3,2,2,7,Recent but Low Value
13793,647,1,96.0,1,1,1,3,Lost
13794,547,1,126.03,1,1,1,3,Lost
13795,388,4,836.3,1,3,2,6,At Risk (Was Valuable)
13796,499,1,289.7,1,1,1,3,Lost
13797,437,4,1168.45,1,3,3,7,At Risk (Was Valuable)
13798,1,125,73573.47,4,4,4,12,Champions
13799,117,13,2039.82,2,4,3,9,Loyal Customers
13800,310,3,1679.56,2,2,3,7,Needs Attention
13801,67,1,324.8,3,1,1,5,Recent but Low Value
13802,138,24,25491.56,2,4,4,10,Champions
13803,255,4,1319.1100000000001,2,3,3,8,Loyal Customers
13804,31,9,3208.52,3,4,4,11,Champions
13805,52,2,924.6,3,2,3,8,Loyal Customers
13806,64,1,256.38,3,1,1,5,Recent but Low Value
13807,367,4,509.9,2,3,2,7,At Risk (Was Valuable)
13808,6,5,1747.66,4,3,3,10,Champions
13809,305,3,679.7,2,2,2,6,Needs Attention
13810,29,4,899.51,3,3,3,9,Loyal Customers
13811,184,4,591.75,2,3,2,7,At Risk (Was Valuable)
13812,42,3,539.0,3,2,2,7,Recent but Low Value
13813,40,12,2686.42,3,4,4,11,Champions
13814,56,5,2239.07,3,3,4,10,Champions
13815,22,10,7285.79,4,4,4,12,Champions
13816,24,4,555.04,4,3,2,9,Loyal Customers
13817,29,2,382.98,3,2,2,7,Recent but Low Value
13818,430,1,61.28,1,1,1,3,Lost
13819,302,7,2631.1,2,3,4,9,Loyal Customers
13820,418,5,640.4,1,3,2,6,At Risk (Was Valuable)
13821,145,7,1387.03,2,3,3,8,Loyal Customers
13822,6,2,632.0,4,2,2,8,Loyal Customers
13823,19,8,3358.55,4,3,4,11,Champions
13824,33,14,3273.36,3,4,4,11,Champions
13825,622,2,255.59,1,2,1,4,Lost
13826,158,2,174.65,2,2,1,5,Needs Attention
13827,58,3,412.05,3,2,2,7,Recent but Low Value
13828,22,1,209.49,4,1,1,6,Recent but Low Value
13830,574,2,135.95000000000002,1,2,1,4,Lost
13831,16,20,7009.18,4,4,4,12,Champions
13832,18,3,602.4399999999999,4,2,2,8,Loyal Customers
13833,159,2,701.36,2,2,2,6,Needs Attention
13834,577,3,247.89,1,2,1,4,Lost
13835,25,8,1044.82,3,3,3,9,Loyal Customers
13836,399,3,602.52,1,2,2,5,Needs Attention
13837,212,2,271.24,2,2,1,5,Needs Attention
13838,6,10,1966.09,4,4,3,11,Champions
13839,486,1,139.95000000000002,1,1,1,3,Lost
13840,416,1,651.4,1,1,2,4,Lost
13841,253,1,85.0,2,1,1,4,Lost
13842,59,19,5604.96,3,4,4,11,Champions
13843,381,1,319.75,1,1,1,3,Lost
13844,11,1,361.62,4,1,2,7,Recent but Low Value
13845,65,1,312.98,3,1,1,5,Recent but Low Value
13846,25,5,1290.34,3,3,3,9,Loyal Customers
13847,720,1,310.72,1,1,1,3,Lost
13848,92,8,3335.0,3,3,4,10,Champions
13849,52,6,3443.8,3,3,4,10,Champions
13850,88,2,1586.81,3,2,3,8,Loyal Customers
13851,96,9,4516.76,2,4,4,10,Champions
13852,607,2,170.45000000000002,1,2,1,4,Lost
13853,9,2,1056.94,4,2,3,9,Loyal Customers
13854,9,45,12158.21,4,4,4,12,Champions
13855,501,5,1253.94,1,3,3,7,At Risk (Was Valuable)
13856,169,15,1058.88,2,4,3,9,Loyal Customers
13857,393,7,997.11,1,3,3,7,At Risk (Was Valuable)
13858,57,1,216.17,3,1,1,5,Recent but Low Value
13859,326,2,515.86,2,2,2,6,Needs Attention
13860,1,6,1240.0,4,3,3,10,Champions
13861,429,3,251.31,1,2,1,4,Lost
13862,18,11,2534.04,4,4,4,12,Champions
13863,245,6,1217.63,2,3,3,8,Loyal Customers
13864,387,1,662.4000000000001,1,1,2,4,Lost
13865,58,4,501.56,3,3,2,8,Loyal Customers
13866,74,1,145.67000000000002,3,1,1,5,Recent but Low Value
13867,31,3,1015.29,3,2,3,8,Loyal Customers
13868,7,2,3192.54,4,2,4,10,Champions
13869,123,10,8111.57,2,4,4,10,Champions
13870,2,18,5689.84,4,4,4,12,Champions
13871,23,21,7804.95,4,4,4,12,Champions
13872,513,6,891.32,1,3,3,7,At Risk (Was Valuable)
13873,120,9,1031.02,2,4,3,9,Loyal Customers
13874,358,10,1989.2,2,4,3,9,Loyal Customers
13875,54,14,4814.37,3,4,4,11,Champions
13876,64,1,122.7,3,1,1,5,Recent but Low Value
13877,86,5,446.33,3,3,2,8,Loyal Customers
13878,55,4,2473.06,3,3,4,10,Champions
13879,646,1,395.5,1,1,2,4,Lost
13880,21,17,4391.66,4,4,4,12,Champions
13881,4,51,44392.5,4,4,4,12,Champions
13882,3,6,1131.28,4,3,3,10,Champions
13883,1,26,6342.74,4,4,4,12,Champions
13884,7,14,1852.38,4,4,3,11,Champions
13885,189,2,506.8,2,2,2,6,Needs Attention
13886,71,1,243.56,3,1,1,5,Recent but Low Value
13887,204,1,349.55,2,1,2,5,Needs Attention
13888,120,7,2169.05,2,3,3,8,Loyal Customers
13889,93,8,1855.73,2,3,3,8,Loyal Customers
13890,1,22,2858.73,4,4,4,12,Champions
13891,378,3,863.5600000000001,1,2,2,5,Needs Attention
13892,27,6,1267.6499999999999,3,3,3,9,Loyal Customers
13893,298,1,821.1,2,1,2,5,Needs Attention
13894,22,5,535.97,4,3,2,9,Loyal Customers
13895,21,8,3923.62,4,3,4,11,Champions
13896,626,1,388.55,1,1,2,4,Lost
13897,50,3,1160.72,3,2,3,8,Loyal Customers
13898,326,2,686.4,2,2,2,6,Needs Attention
13899,16,2,388.52,4,2,2,8,Loyal Customers
13900,183,7,1608.09,2,3,3,8,Loyal Customers
13901,72,20,5599.34,3,4,4,11,Champions
13902,632,8,30411.26,1,3,4,8,Loyal Customers
13903,400,1,165.45000000000002,1,1,1,3,Lost
13904,37,2,332.64,3,2,1,6,Recent but Low Value
13905,571,3,244.45,1,2,1,4,Lost
13906,409,1,42.0,1,1,1,3,Lost
13907,692,1,136.8,1,1,1,3,Lost
13908,80,5,2347.05,3,3,4,10,Champions
13909,423,2,286.6,1,2,1,4,Lost
13911,57,22,4200.04,3,4,4,11,Champions
13912,424,1,124.95,1,1,1,3,Lost
13913,507,1,42.22,1,1,1,3,Lost
13914,4,3,613.95,4,2,2,8,Loyal Customers
13915,394,2,31.200000000000003,1,2,1,4,Lost
13916,464,5,1260.51,1,3,3,7,At Risk (Was Valuable)
13917,50,2,272.04,3,2,1,6,Recent but Low Value
13918,50,2,1212.8400000000001,3,2,3,8,Loyal Customers
13919,53,5,1326.03,3,3,3,9,Loyal Customers
13920,432,5,1734.88,1,3,3,7,At Risk (Was Valuable)
13921,399,5,720.75,1,3,2,6,At Risk (Was Valuable)
13922,352,5,824.7,2,3,2,7,At Risk (Was Valuable)
13923,54,1,351.13,3,1,2,6,Recent but Low Value
13924,2,11,1682.08,4,4,3,11,Champions
13925,36,6,616.65,3,3,2,8,Loyal Customers
13926,23,1,223.85000000000002,4,1,1,6,Recent but Low Value
13927,75,3,689.96,3,2,2,7,Recent but Low Value
13928,11,4,464.57,4,3,2,9,Loyal Customers
13929,169,14,3318.1,2,4,4,10,Champions
13930,58,2,337.34,3,2,1,6,Recent but Low Value
13931,86,12,5250.78,3,4,4,11,Champions
13932,295,1,307.4,2,1,1,4,Lost
13933,109,2,608.7900000000001,2,2,2,6,Needs Attention
13934,264,1,922.1,2,1,3,6,Needs Attention
13935,597,3,6116.92,1,2,4,7,Needs Attention
13936,171,4,924.36,2,3,3,8,Loyal Customers
13937,169,3,867.38,2,2,2,6,Needs Attention
13938,35,1,71.66,3,1,1,5,Recent but Low Value
13939,23,10,1533.66,4,4,3,11,Champions
13940,17,4,839.14,4,3,2,9,Loyal Customers
13941,22,17,10846.15,4,4,4,12,Champions
13942,535,1,320.0,1,1,1,3,Lost
13943,578,1,246.54,1,1,1,3,Lost
13944,653,1,200.43,1,1,1,3,Lost
13945,395,2,854.15,1,2,2,5,Needs Attention
13946,79,7,1745.43,3,3,3,9,Loyal Customers
13947,65,1,90.6,3,1,1,5,Recent but Low Value
13948,361,5,536.86,2,3,2,7,At Risk (Was Valuable)
13949,3,6,2427.32,4,3,4,11,Champions
13950,11,5,728.56,4,3,2,9,Loyal Customers
13951,176,3,674.45,2,2,2,6,Needs Attention
13952,211,17,12790.891,2,4,4,10,Champions
13953,7,12,6640.68,4,4,4,12,Champions
13954,2,3,378.59,4,2,2,8,Loyal Customers
13955,154,3,545.17,2,2,2,6,Needs Attention
13956,5,5,1026.42,4,3,3,10,Champions
13957,418,3,458.25,1,2,2,5,Needs Attention
13958,372,12,4402.33,2,4,4,10,Champions
13959,79,6,1076.18,3,3,3,9,Loyal Customers
13960,21,2,230.22,4,2,1,7,Recent but Low Value
13961,385,2,498.7,1,2,2,5,Needs Attention
13962,22,3,362.8,4,2,2,8,Loyal Customers
13963,308,18,2899.62,2,4,4,10,Champions
13964,387,3,421.9,1,2,2,5,Needs Attention
13965,455,5,777.6600000000001,1,3,2,6,At Risk (Was Valuable)
13966,435,1,390.86,1,1,2,4,Lost
13967,146,2,166.3,2,2,1,5,Needs Attention
13968,423,1,123.66,1,1,1,3,Lost
13969,7,39,13212.77,4,4,4,12,Champions
13970,386,2,846.55,1,2,2,5,Needs Attention
13971,9,18,4593.83,4,4,4,12,Champions
13972,71,2,190.25,3,2,1,6,Recent but Low Value
13973,287,1,264.7,2,1,1,4,Lost
13974,49,4,663.52,3,3,2,8,Loyal Customers
13975,31,14,5327.29,3,4,4,11,Champions
13976,207,4,1192.36,2,3,3,8,Loyal Customers
13977,411,1,519.8100000000001,1,1,2,4,Lost
13978,15,2,196.79000000000002,4,2,1,7,Recent but Low Value
13979,73,11,3326.83,3,4,4,11,Champions
13980,60,9,753.12,3,4,2,9,Loyal Customers
13981,401,2,327.39,1,2,1,4,Lost
13982,39,13,4418.79,3,4,4,11,Champions
13983,30,30,6993.41,3,4,4,11,Champions
13984,27,13,1616.1200000000001,3,4,3,10,Champions
13985,4,24,9982.31,4,4,4,12,Champions
13986,17,1,320.46,4,1,1,6,Recent but Low Value
13987,380,2,682.54,1,2,2,5,Needs Attention
13988,20,11,4708.64,4,4,4,12,Champions
13989,66,5,2026.06,3,3,3,9,Loyal Customers
13990,213,1,311.3,2,1,1,4,Lost
13991,12,7,850.63,4,3,2,9,Loyal Customers
13992,30,3,219.5,3,2,1,6,Recent but Low Value
13993,32,24,6690.36,3,4,4,11,Champions
13994,4,6,2313.14,4,3,4,11,Champions
13995,15,18,3836.26,4,4,4,12,Champions
13996,386,2,895.76,1,2,3,6,Needs Attention
13997,519,3,382.31,1,2,2,5,Needs Attention
13998,447,3,566.7,1,2,2,5,Needs Attention
13999,10,36,9438.01,4,4,4,12,Champions
14000,206,8,1877.5900000000001,2,3,3,8,Loyal Customers
14001,46,10,4517.34,3,4,4,11,Champions
14002,134,2,529.73,2,2,2,6,Needs Attention
14003,733,1,209.41,1,1,1,3,Lost
14004,43,11,6258.45,3,4,4,11,Champions
14005,10,5,2874.72,4,3,4,11,Champions
14006,116,7,2196.67,2,3,3,8,Loyal Customers
14007,513,1,79.48,1,1,1,3,Lost
14008,375,2,493.74,2,2,2,6,Needs Attention
14009,198,4,1090.23,2,3,3,8,Loyal Customers
14010,565,3,288.09999999999997,1,2,1,4,Lost
14011,480,3,451.91999999999996,1,2,2,5,Needs Attention
14012,278,1,328.8,2,1,1,4,Lost
14013,110,6,1006.22,2,3,3,8,Loyal Customers
14014,77,3,1948.21,3,2,3,8,Loyal Customers
14015,53,1,917.34,3,1,3,7,Recent but Low Value
14016,154,13,11379.71,2,4,4,10,Champions
14017,571,1,229.75,1,1,1,3,Lost
14018,645,1,367.15000000000003,1,1,2,4,Lost
14019,47,4,1398.96,3,3,3,9,Loyal Customers
14020,17,5,1213.26,4,3,3,10,Champions
14021,155,7,1716.58,2,3,3,8,Loyal Customers
14022,225,2,792.15,2,2,2,6,Needs Attention
14023,7,2,584.07,4,2,2,8,Loyal Customers
14024,122,3,645.74,2,2,2,6,Needs Attention
14025,465,10,3969.1,1,4,4,9,Loyal Customers
14026,471,2,713.11,1,2,2,5,Needs Attention
14027,61,1,104.82,3,1,1,5,Recent but Low Value
14028,499,5,3175.5,1,3,4,8,Loyal Customers
14029,63,2,467.66,3,2,2,7,Recent but Low Value
14030,18,22,8145.59,4,4,4,12,Champions
14031,7,55,38025.97,4,4,4,12,Champions
14032,2,25,4786.07,4,4,4,12,Champions
14033,555,1,109.44,1,1,1,3,Lost
14034,22,4,512.02,4,3,2,9,Loyal Customers
14035,29,11,2852.47,3,4,4,11,Champions
14036,285,1,626.65,2,1,2,5,Needs Attention
14037,176,7,755.95,2,3,2,7,At Risk (Was Valuable)
14038,78,8,3000.93,3,3,4,10,Champions
14039,33,2,267.28000000000003,3,2,1,6,Recent but Low Value
14040,41,42,12457.84,3,4,4,11,Champions
14041,266,1,141.41,2,1,1,4,Lost
14042,725,1,431.98,1,1,2,4,Lost
14043,491,3,301.3,1,2,1,4,Lost
14044,27,11,3106.15,3,4,4,11,Champions
14045,109,19,9660.63,2,4,4,10,Champions
14046,284,1,154.99,2,1,1,4,Lost
14047,9,19,4158.7300000000005,4,4,4,12,Champions
14048,277,4,713.89,2,3,2,7,At Risk (Was Valuable)
14049,17,18,13064.03,4,4,4,12,Champions
14050,32,2,746.36,3,2,2,7,Recent but Low Value
14051,1,42,22104.5,4,4,4,12,Champions
14052,20,2,480.81,4,2,2,8,Loyal Customers
14053,124,4,572.3,2,3,2,7,At Risk (Was Valuable)
14054,65,1,92.46,3,1,1,5,Recent but Low Value
14055,106,3,1520.96,2,2,3,7,Needs Attention
14056,1,29,8124.4,4,4,4,12,Champions
14057,24,23,8338.28,4,4,4,12,Champions
14058,463,2,469.19,1,2,2,5,Needs Attention
14059,267,1,183.6,2,1,1,4,Lost
14060,5,32,9503.14,4,4,4,12,Champions
14061,507,3,917.4300000000001,1,2,3,6,Needs Attention
14062,10,27,25434.83,4,4,4,12,Champions
14064,29,21,3039.75,3,4,4,11,Champions
14065,389,4,889.37,1,3,3,7,At Risk (Was Valuable)
14066,267,1,152.55,2,1,1,4,Lost
14067,64,2,374.7,3,2,2,7,Recent but Low Value
14068,320,5,1504.97,2,3,3,8,Loyal Customers
14069,515,2,230.06,1,2,1,4,Lost
14070,685,1,326.55,1,1,1,3,Lost
14071,4,9,1307.41,4,4,3,11,Champions
14072,667,1,390.85,1,1,2,4,Lost
14073,21,2,139.54,4,2,1,7,Recent but Low Value
14074,623,1,219.39999999999998,1,1,1,3,Lost
14075,5,6,1734.87,4,3,3,10,Champions
14076,129,1,122.47,2,1,1,4,Lost
14077,41,6,615.0799999999999,3,3,2,8,Loyal Customers
14078,102,9,1692.6299999999999,2,4,3,9,Loyal Customers
14079,125,2,618.73,2,2,2,6,Needs Attention
14080,33,6,1075.73,3,3,3,9,Loyal Customers
14081,267,16,5250.05,2,4,4,10,Champions
14082,365,2,413.36,2,2,2,6,Needs Attention
14083,4,11,1407.26,4,4,3,11,Champions
14084,512,1,150.5,1,1,1,3,Lost
14085,2,34,10092.22,4,4,4,12,Champions
14086,463,1,39.95,1,1,1,3,Lost
14087,3,5,803.47,4,3,2,9,Loyal Customers
14088,10,20,62400.02,4,4,4,12,Champions
14089,57,1,161.0,3,1,1,5,Recent but Low Value
14090,325,1,76.32000000000001,2,1,1,4,Lost
14091,654,2,9530.08,1,2,4,7,Needs Attention
14092,8,27,7209.74,4,4,4,12,Champions
14093,12,1,442.85,4,1,2,7,Recent but Low Value
14094,440,2,334.27,1,2,1,4,Lost
14095,723,1,2.95,1,1,1,3,Lost
14096,4,34,57120.909999999996,4,4,4,12,Champions
14097,481,2,422.85999999999996,1,2,2,5,Needs Attention
14098,37,1,147.35,3,1,1,5,Recent but Low Value
14099,16,22,5700.51,4,4,4,12,Champions
14100,138,1,194.9,2,1,1,4,Lost
14101,74,14,9942.13,3,4,4,11,Champions
14102,5,8,1314.73,4,3,3,10,Champions
14104,155,5,771.5799999999999,2,3,2,7,At Risk (Was Valuable)
14105,85,9,5703.9800000000005,3,4,4,11,Champions
14106,737,1,214.79999999999998,1,1,1,3,Lost
14107,52,13,4853.7,3,4,4,11,Champions
14108,31,5,1041.21,3,3,3,9,Loyal Customers
14109,23,2,80.2,4,2,1,7,Recent but Low Value
14110,4,35,12957.6,4,4,4,12,Champions
14111,14,5,688.6,4,3,2,9,Loyal Customers
14112,23,27,5524.51,4,4,4,12,Champions
14113,4,31,6156.75,4,4,4,12,Champions
14114,274,7,1364.09,2,3,3,8,Loyal Customers
14115,502,2,622.6700000000001,1,2,2,5,Needs Attention
14116,20,5,1382.74,4,3,3,10,Champions
14117,144,1,90.0,2,1,1,4,Lost
14118,429,1,458.45,1,1,2,4,Lost
14119,354,3,163.47,2,2,1,5,Needs Attention
14121,4,6,2740.3,4,3,4,11,Champions
14122,395,5,309.77,1,3,1,5,At Risk (Was Valuable)
14123,733,1,436.18,1,1,2,4,Lost
14124,84,1,419.58000000000004,3,1,2,6,Recent but Low Value
14125,11,3,2740.43,4,2,4,10,Champions
14126,8,5,1109.96,4,3,3,10,Champions
14127,123,6,1900.0800000000002,2,3,3,8,Loyal Customers
14128,61,4,909.36,3,3,3,9,Loyal Customers
14129,2,9,2591.34,4,4,4,12,Champions
14130,319,4,1882.67,2,3,3,8,Loyal Customers
14131,649,1,187.87,1,1,1,3,Lost
14132,2,12,3580.13,4,4,4,12,Champions
14133,130,6,895.8399999999999,2,3,3,8,Loyal Customers
14134,383,15,11123.35,1,4,4,9,Loyal Customers
14135,2,25,9605.05,4,4,4,12,Champions
14136,401,7,1553.96,1,3,3,7,At Risk (Was Valuable)
14137,682,2,294.1,1,2,1,4,Lost
14138,2,2,982.3800000000001,4,2,3,9,Loyal Customers
14139,46,4,1086.8,3,3,3,9,Loyal Customers
14140,4,3,920.05,4,2,3,9,Loyal Customers
14141,3,6,879.0300000000001,4,3,3,10,Champions
14142,373,4,967.75,2,3,3,8,Loyal Customers
14143,134,1,115.8,2,1,1,4,Lost
14144,486,1,30.599999999999998,1,1,1,3,Lost
14145,47,8,7006.05,3,3,4,10,Champions
14146,9,13,8208.87,4,4,4,12,Champions
14147,49,12,2019.3,3,4,3,10,Champions
14148,234,2,466.29,2,2,2,6,Needs Attention
14149,213,3,259.43,2,2,1,5,Needs Attention
14150,36,2,658.64,3,2,2,7,Recent but Low Value
14151,673,3,666.7,1,2,2,5,Needs Attention
14152,75,9,1975.44,3,4,3,10,Champions
14153,483,1,233.4,1,1,1,3,Lost
14154,239,10,6263.6,2,4,4,10,Champions
14155,266,1,118.75,2,1,1,4,Lost
14156,10,202,296564.69,4,4,4,12,Champions
14157,20,6,970.33,4,3,3,10,Champions
14158,40,1,507.66,3,1,2,6,Recent but Low Value
14159,20,25,7571.88,4,4,4,12,Champions
14160,610,7,8421.47,1,3,4,8,Loyal Customers
14161,216,7,3318.88,2,3,4,9,Loyal Customers
14162,174,2,289.36,2,2,1,5,Needs Attention
14163,87,5,2594.62,3,3,4,10,Champions
14164,71,2,1631.77,3,2,3,8,Loyal Customers
14165,276,1,122.53999999999999,2,1,1,4,Lost
14166,505,2,256.85,1,2,1,4,Lost
14167,39,8,1296.49,3,3,3,9,Loyal Customers
14168,421,3,305.9,1,2,1,4,Lost
14169,431,2,624.4300000000001,1,2,2,5,Needs Attention
14170,375,3,597.33,2,2,2,6,Needs Attention
14171,98,2,498.79,2,2,2,6,Needs Attention
14172,605,4,389.97,1,3,2,6,At Risk (Was Valuable)
14173,11,7,566.95,4,3,2,9,Loyal Customers
14174,33,1,134.46,3,1,1,5,Recent but Low Value
14175,51,17,7350.44,3,4,4,11,Champions
14176,297,6,913.11,2,3,3,8,Loyal Customers
14177,85,14,2224.39,3,4,3,10,Champions
14178,9,7,1620.93,4,3,3,10,Champions
14179,41,2,719.78,3,2,2,7,Recent but Low Value
14180,11,42,6110.75,4,4,4,12,Champions
14181,411,2,310.55,1,2,1,4,Lost
14182,444,5,660.07,1,3,2,6,At Risk (Was Valuable)
14183,411,2,286.29,1,2,1,4,Lost
14184,67,1,452.89,3,1,2,6,Recent but Low Value
14185,331,1,197.65,2,1,1,4,Lost
14186,427,5,1550.63,1,3,3,7,At Risk (Was Valuable)
14187,474,1,123.5,1,1,1,3,Lost
14188,9,10,2018.91,4,4,3,11,Champions
14189,2,25,5764.62,4,4,4,12,Champions
14190,666,1,79.9,1,1,1,3,Lost
14191,2,17,4713.41,4,4,4,12,Champions
14192,388,1,293.74,1,1,1,3,Lost
14193,68,3,1210.19,3,2,3,8,Loyal Customers
14194,5,54,18442.87,4,4,4,12,Champions
14195,202,10,2381.24,2,4,4,10,Champions
14196,107,1,335.52,2,1,1,4,Lost
14197,411,1,390.05,1,1,2,4,Lost
